age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,age_group,balance_bin,balance_duration_ratio,age_balance_interaction,previous_contacted,engagement_rate,y
51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,>50,medium,4.562091503267974,106794,0,0.0,yes
34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,30-50,low,0.9735099337748344,9996,0,0.0,no
33,self-employed,single,tertiary,no,1129,yes,no,cellular,8,jun,84,2,-1,0,unknown,30-50,medium,13.282352941176471,37257,0,0.0,no
35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown,30-50,medium,4.823770491803279,41195,0,0.0,no
35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown,30-50,low,4.601990049751244,32375,0,0.0,no
25,management,single,tertiary,no,6246,no,no,cellular,9,jun,98,3,-1,0,unknown,<30,high,63.09090909090909,156150,0,0.0,no
28,technician,single,secondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success,<30,medium,3.1550925925925926,38164,1,0.25,yes
31,management,married,tertiary,no,242,yes,no,cellular,9,jun,106,4,-1,0,unknown,30-50,low,2.2616822429906542,7502,0,0.0,no
32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,30-50,high,37.727659574468085,283712,1,0.6666666666666666,yes
31,technician,single,secondary,no,816,no,no,cellular,9,jun,100,2,-1,0,unknown,30-50,low,8.07920792079208,25296,0,0.0,no
31,services,single,secondary,no,365,no,no,cellular,9,jun,337,3,-1,0,unknown,30-50,low,1.0798816568047338,11315,0,0.0,no
53,unemployed,single,primary,no,183,no,no,cellular,9,jun,835,2,-1,0,unknown,>50,low,0.21889952153110048,9699,0,0.0,yes
43,entrepreneur,divorced,secondary,no,3780,yes,no,cellular,9,jun,67,2,202,3,failure,30-50,medium,55.588235294117645,162540,1,1.0,no
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown,30-50,medium,13.9875,167850,0,0.0,no
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,30-50,medium,3.4275653923541247,122652,1,0.8,yes
31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,30-50,high,9.820754716981131,161355,0,0.0,yes
41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure,30-50,low,1.3804347826086956,10414,1,0.6666666666666666,no
50,management,divorced,tertiary,no,151,no,no,cellular,9,jun,103,4,-1,0,unknown,30-50,low,1.4519230769230769,7550,0,0.0,no
25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown,<30,medium,16.35135135135135,90750,0,0.0,no
37,services,married,secondary,no,3,yes,no,cellular,12,jun,105,4,318,6,failure,30-50,low,0.02830188679245283,111,1,1.2,no
31,blue-collar,divorced,secondary,no,15187,no,no,cellular,12,jun,127,2,-1,0,unknown,30-50,high,118.6484375,470797,0,0.0,no
52,management,married,tertiary,no,437,no,no,telephone,12,jun,137,3,113,1,other,>50,low,3.1666666666666665,22724,1,0.25,no
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,239,2,95,4,success,<30,medium,6.275,36144,1,1.3333333333333333,yes
41,management,single,secondary,no,764,no,no,cellular,12,jun,230,2,-1,0,unknown,30-50,low,3.3073593073593073,31324,0,0.0,no
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown,30-50,medium,22.545454545454547,177072,0,0.0,no
30,management,married,tertiary,no,27,yes,no,cellular,12,jun,175,2,319,2,other,<30,low,0.1534090909090909,810,1,0.6666666666666666,no
30,technician,single,secondary,no,601,no,no,cellular,12,jun,80,3,105,1,failure,<30,low,7.419753086419753,18030,1,0.25,no
25,services,single,tertiary,no,12,no,no,cellular,12,jun,126,6,-1,0,unknown,<30,low,0.09448818897637795,300,0,0.0,no
40,blue-collar,divorced,secondary,no,5666,no,yes,cellular,12,jun,69,4,-1,0,unknown,30-50,high,80.94285714285714,226640,0,0.0,no
60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,>50,low,5.666666666666667,32640,1,0.25,no
29,technician,married,tertiary,no,858,yes,no,cellular,12,jun,234,7,330,1,failure,<30,low,3.651063829787234,24882,1,0.125,no
30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,<30,low,3.8175182481751824,15690,1,0.25,no
49,technician,divorced,tertiary,no,0,yes,no,cellular,12,jun,177,3,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
48,technician,married,tertiary,no,58,yes,no,cellular,12,jun,110,2,-1,0,unknown,30-50,low,0.5225225225225225,2784,0,0.0,no
26,self-employed,single,tertiary,no,1444,no,no,cellular,12,jun,139,5,-1,0,unknown,<30,medium,10.314285714285715,37544,0,0.0,no
23,student,single,primary,no,1235,no,no,cellular,12,jun,39,3,-1,0,unknown,<30,medium,30.875,28405,0,0.0,no
60,blue-collar,married,primary,no,29184,no,no,telephone,15,jun,94,2,-1,0,unknown,>50,high,307.2,1751040,0,0.0,no
22,student,single,unknown,no,1,no,no,telephone,15,jun,263,4,-1,0,unknown,<30,low,0.003787878787878788,22,0,0.0,no
28,self-employed,single,secondary,no,1536,no,no,cellular,15,jun,294,3,-1,0,unknown,<30,medium,5.206779661016949,43008,0,0.0,yes
47,technician,divorced,secondary,no,1013,no,no,cellular,15,jun,54,3,-1,0,unknown,30-50,medium,18.418181818181818,47611,0,0.0,no
40,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other,30-50,high,21.028455284552845,413840,1,0.3333333333333333,yes
50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,30-50,medium,3.024390243902439,80600,1,0.6666666666666666,yes
34,management,single,tertiary,no,1741,yes,no,cellular,15,jun,268,1,-1,0,unknown,30-50,medium,6.4721189591078065,59194,0,0.0,no
34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,441,1,56,1,other,30-50,medium,3.481900452488688,52326,1,0.5,yes
54,blue-collar,married,secondary,no,21,no,no,cellular,15,jun,439,1,-1,0,unknown,>50,low,0.04772727272727273,1134,0,0.0,yes
31,admin.,single,secondary,no,131,yes,no,cellular,15,jun,151,1,-1,0,unknown,30-50,low,0.8618421052631579,4061,0,0.0,no
51,blue-collar,married,secondary,no,19,no,no,cellular,15,jun,292,1,-1,0,unknown,>50,low,0.06484641638225255,969,0,0.0,no
33,management,married,tertiary,no,1390,no,no,cellular,15,jun,92,2,312,2,failure,30-50,medium,14.946236559139784,45870,1,0.6666666666666666,no
25,technician,single,tertiary,no,2206,yes,no,cellular,15,jun,114,1,-1,0,unknown,<30,medium,19.182608695652174,55150,0,0.0,no
32,management,single,tertiary,no,718,yes,no,cellular,15,jun,95,1,-1,0,unknown,30-50,low,7.479166666666667,22976,0,0.0,no
54,management,single,tertiary,no,2081,no,no,cellular,15,jun,147,1,-1,0,unknown,>50,medium,14.06081081081081,112374,0,0.0,no
29,management,single,tertiary,no,4694,no,no,cellular,15,jun,181,1,-1,0,unknown,<30,medium,25.791208791208792,136126,0,0.0,yes
24,admin.,single,tertiary,no,454,yes,no,cellular,15,jun,139,1,-1,0,unknown,<30,low,3.242857142857143,10896,0,0.0,no
60,admin.,married,secondary,no,3547,no,no,telephone,15,jun,351,6,-1,0,unknown,>50,medium,10.076704545454545,212820,0,0.0,no
32,services,married,secondary,no,914,no,no,cellular,15,jun,372,1,-1,0,unknown,30-50,low,2.450402144772118,29248,0,0.0,yes
25,admin.,single,tertiary,no,1185,no,no,cellular,15,jun,135,1,-1,0,unknown,<30,medium,8.713235294117647,29625,0,0.0,yes
52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,unknown,>50,medium,4.5190311418685125,67912,0,0.0,no
33,unemployed,married,tertiary,no,3335,no,no,cellular,15,jun,92,1,301,6,failure,30-50,medium,35.86021505376344,110055,1,3.0,no
34,blue-collar,divorced,unknown,no,172,no,no,cellular,15,jun,177,1,-1,0,unknown,30-50,low,0.9662921348314607,5848,0,0.0,no
26,student,single,tertiary,no,0,no,no,cellular,15,jun,41,2,-1,0,unknown,<30,negative,0.0,0,0,0.0,no
59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,>50,low,0.6225961538461539,15281,1,0.5,yes
25,technician,single,secondary,no,266,no,yes,cellular,15,jun,74,1,-1,0,unknown,<30,low,3.546666666666667,6650,0,0.0,no
26,admin.,single,tertiary,no,617,no,no,cellular,15,jun,157,1,-1,0,unknown,<30,low,3.9050632911392404,16042,0,0.0,yes
56,retired,married,secondary,no,-1206,yes,no,cellular,15,jun,382,2,-1,0,unknown,>50,negative,-3.1488250652741514,-67536,0,0.0,no
55,blue-collar,married,secondary,no,4577,no,no,cellular,15,jun,24,1,-1,0,unknown,>50,medium,183.08,251735,0,0.0,no
36,admin.,divorced,tertiary,no,4708,no,no,cellular,15,jun,104,1,-1,0,unknown,30-50,medium,44.838095238095235,169488,0,0.0,no
47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,30-50,low,1.441860465116279,17484,0,0.0,yes
28,services,single,secondary,no,102,no,no,cellular,15,jun,64,1,89,3,other,<30,low,1.5692307692307692,2856,1,1.5,no
58,retired,married,primary,no,1077,no,no,cellular,15,jun,592,1,-1,0,unknown,>50,medium,1.8161888701517706,62466,0,0.0,yes
31,entrepreneur,single,tertiary,no,206,no,no,cellular,15,jun,88,2,-1,0,unknown,30-50,low,2.3146067415730336,6386,0,0.0,no
43,management,married,tertiary,no,3518,no,no,cellular,15,jun,181,2,-1,0,unknown,30-50,medium,19.32967032967033,151274,0,0.0,no
25,services,single,secondary,no,505,no,no,cellular,15,jun,284,1,-1,0,unknown,<30,low,1.7719298245614035,12625,0,0.0,yes
35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown,30-50,low,0.10889570552147239,2485,0,0.0,yes
31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,30-50,medium,8.036199095022624,55056,1,0.5,no
27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,<30,high,108.91534391534391,555795,0,0.0,yes
26,admin.,married,secondary,no,1595,no,no,cellular,15,jun,155,1,105,1,failure,<30,medium,10.224358974358974,41470,1,0.5,no
23,blue-collar,single,primary,no,382,no,no,cellular,15,jun,74,1,108,1,other,<30,low,5.093333333333334,8786,1,0.5,no
31,technician,single,tertiary,no,969,no,no,cellular,15,jun,95,1,-1,0,unknown,30-50,low,10.09375,30039,0,0.0,no
37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,30-50,low,3.0959752321981426,37000,1,0.5,yes
46,housemaid,single,tertiary,no,3232,no,no,telephone,15,jun,94,2,-1,0,unknown,30-50,medium,34.02105263157895,148672,0,0.0,no
35,management,single,tertiary,no,2015,no,no,cellular,15,jun,60,1,390,1,failure,30-50,medium,33.032786885245905,70525,1,0.5,no
35,services,single,secondary,no,1701,yes,no,cellular,15,jun,175,1,67,3,other,30-50,medium,9.664772727272727,59535,1,1.5,no
39,services,single,secondary,no,1048,yes,no,cellular,15,jun,108,1,32,1,failure,30-50,medium,9.614678899082568,40872,1,0.5,no
28,admin.,single,secondary,no,2,no,no,cellular,15,jun,60,1,-1,0,unknown,<30,low,0.03278688524590164,56,0,0.0,no
39,technician,married,secondary,no,697,no,no,cellular,15,jun,108,1,-1,0,unknown,30-50,low,6.394495412844036,27183,0,0.0,no
27,admin.,single,tertiary,no,138,no,no,cellular,15,jun,89,2,-1,0,unknown,<30,low,1.5333333333333334,3726,0,0.0,no
45,services,married,unknown,no,8319,no,no,cellular,15,jun,75,2,-1,0,unknown,30-50,high,109.46052631578948,374355,0,0.0,no
28,admin.,single,secondary,no,520,yes,no,cellular,15,jun,29,1,-1,0,unknown,<30,low,17.333333333333332,14560,0,0.0,no
46,management,married,tertiary,no,0,no,no,cellular,15,jun,83,4,-1,0,unknown,30-50,negative,0.0,0,0,0.0,no
27,management,single,tertiary,no,522,no,no,cellular,15,jun,79,1,-1,0,unknown,<30,low,6.525,14094,0,0.0,no
49,management,married,tertiary,no,561,no,no,cellular,15,jun,173,1,-1,0,unknown,30-50,low,3.2241379310344827,27489,0,0.0,no
24,admin.,single,tertiary,no,106,no,yes,cellular,15,jun,77,1,-1,0,unknown,<30,low,1.358974358974359,2544,0,0.0,no
60,retired,married,tertiary,no,2196,no,no,cellular,15,jun,318,3,-1,0,unknown,>50,medium,6.884012539184953,131760,0,0.0,yes
35,management,married,tertiary,no,2461,no,no,cellular,15,jun,205,2,81,4,other,30-50,medium,11.946601941747574,86135,1,1.3333333333333333,no
26,management,single,tertiary,no,170,no,no,cellular,15,jun,129,1,-1,0,unknown,<30,low,1.3076923076923077,4420,0,0.0,no
37,technician,married,unknown,no,189,no,no,cellular,16,jun,162,2,-1,0,unknown,30-50,low,1.1595092024539877,6993,0,0.0,no
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,unknown,30-50,low,0.6020066889632107,6120,0,0.0,no
28,management,single,tertiary,no,502,no,no,cellular,16,jun,136,2,-1,0,unknown,<30,low,3.664233576642336,14056,0,0.0,no
33,blue-collar,married,secondary,no,379,yes,yes,cellular,16,jun,263,2,-1,0,unknown,30-50,low,1.4356060606060606,12507,0,0.0,no
30,admin.,married,secondary,no,124,no,no,telephone,16,jun,161,2,-1,0,unknown,<30,low,0.7654320987654321,3720,0,0.0,no
20,student,single,unknown,no,457,no,no,cellular,16,jun,214,1,-1,0,unknown,<30,low,2.125581395348837,9140,0,0.0,yes
31,technician,married,unknown,no,14533,no,no,cellular,16,jun,245,2,-1,0,unknown,30-50,high,59.077235772357724,450523,0,0.0,no
29,services,single,secondary,no,2800,no,no,cellular,16,jun,202,1,-1,0,unknown,<30,medium,13.793103448275861,81200,0,0.0,yes
44,blue-collar,married,secondary,no,1127,no,no,cellular,16,jun,399,1,-1,0,unknown,30-50,medium,2.8175,49588,0,0.0,yes
28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,unknown,<30,low,0.38202247191011235,3808,0,0.0,yes
25,student,single,secondary,no,548,no,yes,cellular,16,jun,281,1,-1,0,unknown,<30,low,1.9432624113475176,13700,0,0.0,yes
23,student,single,tertiary,no,341,no,no,cellular,16,jun,89,2,-1,0,unknown,<30,low,3.7888888888888888,7843,0,0.0,no
53,services,married,unknown,no,2009,no,no,cellular,16,jun,250,1,-1,0,unknown,>50,medium,8.00398406374502,106477,0,0.0,yes
27,admin.,single,secondary,no,3629,no,no,cellular,16,jun,66,1,-1,0,unknown,<30,medium,54.16417910447761,97983,0,0.0,no
30,management,single,tertiary,no,2,no,no,cellular,16,jun,102,1,85,1,failure,<30,low,0.019417475728155338,60,1,0.5,no
55,management,married,tertiary,no,86,no,no,telephone,16,jun,64,1,-1,0,unknown,>50,low,1.323076923076923,4730,0,0.0,no
50,management,married,tertiary,no,1463,no,yes,cellular,16,jun,459,2,-1,0,unknown,30-50,medium,3.1804347826086956,73150,0,0.0,yes
22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,<30,medium,9.675,25542,0,0.0,no
24,admin.,single,secondary,no,-98,yes,no,cellular,16,jun,229,1,-1,0,unknown,<30,negative,-0.4260869565217391,-2352,0,0.0,no
27,technician,single,secondary,no,2731,no,no,telephone,16,jun,30,1,-1,0,unknown,<30,medium,88.09677419354838,73737,0,0.0,no
48,management,married,tertiary,no,2,no,no,cellular,16,jun,79,2,-1,0,unknown,30-50,low,0.025,96,0,0.0,no
29,management,single,tertiary,no,1675,no,no,cellular,16,jun,276,2,-1,0,unknown,<30,medium,6.046931407942238,48575,0,0.0,yes
48,technician,married,secondary,no,1981,yes,no,cellular,16,jun,404,3,92,5,failure,30-50,medium,4.891358024691358,95088,1,1.25,yes
58,management,married,tertiary,no,6711,no,no,cellular,16,jun,95,3,-1,0,unknown,>50,high,69.90625,389238,0,0.0,no
32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,30-50,low,4.226993865030675,22048,0,0.0,no
26,blue-collar,single,primary,no,2363,no,yes,cellular,16,jun,569,2,-1,0,unknown,<30,medium,4.1456140350877195,61438,0,0.0,yes
49,management,married,tertiary,no,4200,yes,no,telephone,16,jun,55,2,-1,0,unknown,30-50,medium,75.0,205800,0,0.0,no
27,services,single,secondary,no,246,no,no,cellular,17,jun,453,2,-1,0,unknown,<30,low,0.5418502202643172,6642,0,0.0,yes
32,student,single,unknown,no,640,no,no,cellular,17,jun,49,2,134,1,failure,30-50,low,12.8,20480,1,0.3333333333333333,no
21,management,single,tertiary,no,243,no,yes,cellular,17,jun,181,2,-1,0,unknown,<30,low,1.335164835164835,5103,0,0.0,no
35,admin.,married,secondary,no,557,yes,no,cellular,17,jun,54,4,-1,0,unknown,30-50,low,10.127272727272727,19495,0,0.0,no
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,>50,medium,15.307377049180328,220365,1,1.5,yes
24,technician,single,secondary,no,987,no,yes,cellular,17,jun,208,4,-1,0,unknown,<30,low,4.722488038277512,23688,0,0.0,no
37,management,married,tertiary,no,26,no,no,cellular,17,jun,151,7,62,4,failure,30-50,low,0.17105263157894737,962,1,0.5,no
43,blue-collar,married,primary,no,1518,no,no,cellular,17,jun,94,6,-1,0,unknown,30-50,medium,15.978947368421053,65274,0,0.0,no
30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown,<30,high,21.66243654822335,256050,0,0.0,yes
31,technician,single,tertiary,no,1527,yes,no,cellular,18,jun,140,2,-1,0,unknown,30-50,medium,10.829787234042554,47337,0,0.0,no
57,entrepreneur,married,tertiary,no,0,no,no,telephone,18,jun,390,15,-1,0,unknown,>50,negative,0.0,0,0,0.0,no
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,<30,medium,3.1535626535626538,77010,0,0.0,yes
39,blue-collar,divorced,tertiary,no,382,no,no,cellular,18,jun,201,3,-1,0,unknown,30-50,low,1.891089108910891,14898,0,0.0,no
34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,unknown,30-50,low,1.8771186440677967,15062,0,0.0,no
57,entrepreneur,married,secondary,no,9902,no,no,cellular,18,jun,88,3,-1,0,unknown,>50,high,111.25842696629213,564414,0,0.0,no
60,retired,married,primary,no,37,no,no,cellular,18,jun,754,3,-1,0,unknown,>50,low,0.04900662251655629,2220,0,0.0,yes
38,self-employed,single,tertiary,no,605,no,no,telephone,18,jun,1603,10,-1,0,unknown,30-50,low,0.37718204488778057,22990,0,0.0,yes
42,management,married,secondary,no,6526,no,no,cellular,18,jun,133,2,399,3,failure,30-50,high,48.701492537313435,274092,1,1.0,no
58,retired,married,primary,no,2074,no,no,cellular,18,jun,259,2,-1,0,unknown,>50,medium,7.976923076923077,120292,0,0.0,no
34,management,married,tertiary,no,2374,yes,yes,cellular,18,jun,270,2,314,2,failure,30-50,medium,8.760147601476016,80716,1,0.6666666666666666,no
26,services,single,secondary,no,1347,no,no,telephone,18,jun,280,6,92,5,other,<30,medium,4.7935943060498225,35022,1,0.7142857142857143,no
59,retired,married,primary,no,3648,no,no,telephone,19,jun,1321,3,-1,0,unknown,>50,medium,2.7594553706505294,215232,0,0.0,yes
42,technician,married,secondary,no,1539,no,no,cellular,19,jun,63,5,211,2,failure,30-50,medium,24.046875,64638,1,0.3333333333333333,no
49,management,single,tertiary,no,7443,no,no,telephone,19,jun,293,5,211,2,failure,30-50,high,25.316326530612244,364707,1,0.3333333333333333,no
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,474,3,95,3,other,<30,low,0.9305263157894736,12376,1,0.75,yes
23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,<30,medium,12.7625,23483,0,0.0,no
31,management,married,tertiary,no,6138,no,no,cellular,19,jun,241,5,-1,0,unknown,30-50,high,25.363636363636363,190278,0,0.0,no
50,management,married,tertiary,no,5108,yes,no,cellular,19,jun,140,2,-1,0,unknown,30-50,high,36.226950354609926,255400,0,0.0,no
26,management,divorced,tertiary,no,667,no,no,telephone,19,jun,177,2,-1,0,unknown,<30,low,3.747191011235955,17342,0,0.0,no
57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,unknown,>50,high,35.75337837837838,603231,0,0.0,no
35,management,married,tertiary,no,2088,yes,no,cellular,22,jun,457,3,-1,0,unknown,30-50,medium,4.558951965065503,73080,0,0.0,yes
59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,177,5,138,1,failure,>50,low,1.0393258426966292,10915,1,0.16666666666666666,no
55,admin.,married,secondary,no,9329,no,no,cellular,22,jun,136,1,95,1,failure,>50,high,68.0948905109489,513095,1,0.5,no
27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,111,5,-1,0,unknown,<30,low,1.3125,3969,0,0.0,no
54,unemployed,married,tertiary,no,6590,no,no,cellular,22,jun,160,4,-1,0,unknown,>50,high,40.93167701863354,355860,0,0.0,no
32,entrepreneur,married,primary,no,3083,no,no,cellular,22,jun,271,2,-1,0,unknown,30-50,medium,11.334558823529411,98656,0,0.0,no
30,technician,married,secondary,no,2326,no,no,cellular,22,jun,67,1,108,1,success,<30,medium,34.205882352941174,69780,1,0.5,no
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,>50,low,0.4807692307692308,35275,1,0.5,yes
31,technician,married,secondary,no,660,no,no,cellular,22,jun,115,1,-1,0,unknown,30-50,low,5.689655172413793,20460,0,0.0,no
43,blue-collar,married,primary,no,0,no,no,cellular,22,jun,570,3,-1,0,unknown,30-50,negative,0.0,0,0,0.0,yes
